valid,case_id,song1_artist,song1_title,song1_evidence,song2_artist,song2_title,song2_evidence,is_melodic_comparison,pair_evidence,pair_evidence_source,comments
,301,Paul Batiste,Starlite Pt. 1,"[""Can't Hold Us copies the beat and bass line of Starlite Pt. 1.""]",Macklemore & Ryan Lewis,Can't Hold Us,"[""Defendants' work 'Can't Hold Us,'""]",FALSE,"[""Can't Hold Us copies the beat and bass line of Starlite Pt. 1.""]",Court's Order,
,302,Eddie Lee Richardson,Pushin Weight,['The Plaintiffs work comprises a combination of different sounds heard in a repeating sequence over an underlying steady beat.'],French Montana,Aint Worried About Nothin,['Defendant would be liable for infringement if he used in the background of his song a literal copy of this expression.'],FALSE,[],,
,303,Ernie Hines,Help Me Put Out The Flame (In My Heart),['complaining_work: Help Me Put Out The Flame (In My Heart)'],Jay-Z,Paper Chase,['defending_work: Paper Chase'],FALSE,[],,
,303,Ernie Hines,Help Me Put Out The Flame (In My Heart),['complaining_work: Help Me Put Out The Flame (In My Heart)'],Jay-Z,Toe 2 Toe,['defending_work: Toe 2 Toe'],FALSE,[],,
,304,Lizzo,Truth Hurts,"[""Lizzo's hit song 'Truth Hurts'.""]",Justin Raisen; Jeremiah Raisen,Healthy (Demo),"[""Raisens claim that the song 'Healthy' was a completed work.""]",FALSE,[],,
,305,Dada Kondke,Var Dhagala Lagli Kal,['complaining_work: Var Dhagala Lagli Kal'],Meet Bros,Dhagala Lagali Kala,['defending_work: Dhagala Lagali Kala'],TRUE,[],,
,306,Jimmy Smith,Jimmy Smith Rap,"[""Drake's interpolating a sizable portion of the plaintiffs work into his own could be affirmatively defended as fair use.""]",Drake,Pound Cake,"[""Drake's song substituted the word 'music' for 'jazz' in Jimmy Smith's short monologue.""]",FALSE,[],,
,307,Yeasayer,Sunrise,"['The Complaint claims Defendants copied (sampled) without authorization, Plaintiffs recording of this sound.']",The Weeknd,Pray for Me,"[""Defendants' work 'Pray for Me'""]",TRUE,['The only similarity between the songs at issue in this dispute is their use of a repeating sound.'],Comments and opinions,
,308,Randy Wolfe,Taurus,"[""The complaint avers that there is substantial similarity between the contested works because 'the iconic notes, melody, chord progression, structure, tempo, instrumentation, and feel of 'Stairway to Heaven' sound almost identical to Plaintiffs protected expression in 'Taurus.'""]",Led Zeppelin,Stairway to Heaven,"[""'Stairway to Heaven' sound almost identical to Plaintiff's protected expression in 'Taurus.'""]",TRUE,"[""The court supports its reluctance to dismiss noting the plaintiff's expert's finding that '80% of the pitches of the first eighteen notes match, along with their rhythms and their metric placement.'""]",Comments and opinions,
,309,Marcus Gray,Joyful Noise,[],Katy Perry,Dark Horse,[],TRUE,[],,
,310,Tyler Armes,Circles,"[""The Complaint recounts how he participated with Defendants in 'writing' the song in question.""]",Post Malone,Circles,"[""Defendant Austin Post (aka 'Post Malone')""]",FALSE,[],,
,311,Seth Gordon,Yung Gordon Intro,[],6ix9ine,Stoopid,[],FALSE,[],,
,312,Marvin Gaye,Let's Get It On,"['The heart of the Townsend heirs claims appears to be that the Sheeran work has infringed the harmonic, melodic, and rhythmic elements of Lets Get It On.']",Ed Sheeran,Thinking Out Loud,"[""Ed Sheeran et al., alleging that Sheerans hit song Thinking Out Loud infringes on the Marvin Gaye (and Ed Townsend) classic Let's Get It On.""]",TRUE,"[""The melodic, harmonic, and rhythmic compositions of Thinking are substantially and/or strikingly similar to the drum composition from Let's.""]",Comments and opinions,
,314,Toni Basil,Mickey,"['the owner of the sound recording copyright in her song, AMC would, of course, have had to obtain a license from her to use the recording']",AMC,Preacher (Trailer Soundtrack),"[""to use the recording in the soundtrack of its trailer for the second season of 'Preacher'""]",FALSE,[],,
,316,50 Cent,In Da Club,"[""Curtis James Jackson ('50 Cent') claimed that 'In Da Club' was used without authorization.""]",Rick Ross,Renzel Remixes,"[""William Leonard Roberts II ('Rick Ross') created the 'Renzel Remixes'.""]",FALSE,[],,
,318,Josh Stone,"You Need It, I Got It","[""the music and lyrics present in the Hook and Chorus sections of '7 RINGS' would likely not have been composed without prior knowledge of 'You Need It, I Got It'.""]",Ariana Grande,7 Rings,"[""the music and lyrics present in the Hook and Chorus sections of '7 RINGS'""]",TRUE,"[""Dr. Sadoff demonstrates (and illustrates with sheet music) that 7 RINGS has 'identical metrical placement of the paired phrases.'""]",comments_and_opinions,
,319,Sam Chokri,Oh Why,['Chokri obviously wanted a portion of the 20 million royalties.'],Ed Sheeran,Shape of You,['Chokri obstructed bringing this specious claim.'],TRUE,['High Court Justice Zacaroli thoroughly parses the copying claim.'],Comment/Opinion,
,320,Marvin Gaye,Let's Get It On,"['The heart of the Townsend heirs claims appears to be that the Sheeran work has infringed the harmonic, melodic, and rhythmic elements of Lets Get It On.']",Ed Sheeran,Thinking Out Loud,['the heirs of Ed Townsend...have filed a lawsuit alleging that Sheerans hit song Thinking Out Loud infringes on...Lets Get It On.'],TRUE,"['the melodic, harmonic, and rhythmic compositions of Thinking are substantially and/or strikingly similar to the drum composition from Lets.']",Comments and opinions,
,321,Barbara Norwood,Martian,"[""Complaining work is described as 'Martian'.""]",Offset,How Did I Get Here ft. J. Cole,"[""Defending work is described as 'How Did I Get Here ft. J. Cole'.""]",FALSE,[],,
,322,Emelike Nwosuocha,Made in America,"[""The words of both songs, and their accompanying 'choreography' (videos), appear to capitalize upon, if not celebrate, racism, violence, and misogyny.""]",Donald Glover,This Is America,"[""The words of both songs, and their accompanying 'choreography' (videos), appear to capitalize upon, if not celebrate, racism, violence, and misogyny.""]",FALSE,"['there is no similarity of protectable musical expression between the songs; arguably, both songs contain minimal, if any, protectable melodic, harmonic, or rhythmic (i.e., musical) expression.']",Comments and opinions,
,323,Mr. Cooper,I Love Your Dress,['the plaintiffs common law copyright in his song I Love Your Dress.'],Chris Brown & Drake,No Guidance,['defendants song infringed upon the plaintiffs work depends on establishing that the defendant took from the plaintiffs work.'],TRUE,"['there are a fair number of demonstrable sonic and topical similarities between the songs,']",Comments and opinions,
,324,Cameron Cates,She Loves Her Job,"[""Cates stated in the complaint that Febreze tagline is 'striking similar' to his 1983 composition 'She Loves Her Job' in 'cadence, melody, and meaning.'""]",Procter & Gamble,FeBreze Tagline,"[""The allegedly infringing material is nothing more than the catchy five-note jingle 'la la la la la' on hears at the end of Febreze commercials.""]",TRUE,"[""Cates stated in the complaint that Febreze tagline is 'striking similar' to his 1983 composition 'She Loves Her Job' in 'cadence, melody, and meaning.'""]",Comments and opinions,
,326,Johann Helgason,Soknuur,"[""The complaining work is described as 'Soknuur'.""]",Rolf Lvland,You Raised Me Up,"[""The defending work is described as 'You Raised Me Up'.""]",TRUE,"[""Court opinions suggest similarities between 'Soknuur' and 'You Raised Me Up'.""]",Circuit Court Opinion,
,327,Cleveland Browne & Wycliffe Johnson,Fish Market,['complaining_work: Fish Market'],Luis Fonsi,Despacito,['defending_work: Despacito'],FALSE,[],,
,328,"AOM Music, Inc.",Playero Works,[],Bad Bunny,Safaera,[],FALSE,[],,
,329,Marshall Jefferson,Move Your Body,"[""Filed a complaint regarding the work 'Move Your Body.'""]",Kanye West,Flowers,"[""Defendants' work 'Flowers'.""]",FALSE,[],,
,330,G-Money,Shawty So Cold,"[""The work in question is 'Shawty So Cold'.""]",J. Cole & Bryson Tiller,Deja Vu,"[""Defending works include 'Deja Vu.'""]",FALSE,[],,
,330,G-Money,Shawty So Cold,"[""The work in question is 'Shawty So Cold'.""]",J. Cole & Bryson Tiller,Exchange,"[""Defending works include 'Exchange.'""]",FALSE,[],,
,331,Artikel Sound,Live Your Life,[],Dua Lipa,Levitating,"[""...the same song, 'Levitating.'""]",FALSE,[],,
,332,Darwin Quinn,Back N Forth,"[""Darwin Quinn and Mitchelle'l Sium allege infringement of their work 'Back N Forth.'""]",Lil' Duvall,Living My Best Life,"[""Defending work 'Living My Best Life' by Roland Powell p/k/a Lil' Duvall.""]",FALSE,[],,
,333,Russell Brown; Sandy Linzer,Wiggle and Giggle All Night,[],Dua Lipa,Levitating,[],FALSE,[],,
,334,Lawrence Parker (aka KRS-One),South Bronx,['Complaining work: South Bronx'],Kanye West,Life of the Party,['Defending work: Life of the Party'],FALSE,[],,
,335,Bishop David Paul Moten,Unspecified Sermon,"[""Texas Bishop David Paul Moten filed this action against Def Jam Records and Kanye West for their sampling of Motens sermon in Wests song 'Come to Life.'""]",Kanye West,Come to Life,"[""West sampled Motens sermon in his song 'Come to Life.'""]",FALSE,[],,
,337,Daniel Grigson,That Girl,[],Kristen Anderson Lopez,Some Things Never Change,[],FALSE,[],,
,338,Sound & Color,Dancing with Strangers,"[""The plaintiffs allege infringement of 'Dancing with Strangers.'""]",Sam Smith & Normani,Dancing with a Stranger,"[""The defendants' work is 'Dancing with a Stranger.'""]",TRUE,"[""Plaintiffs claim that 'Dancing with Strangers' is similar to 'Dancing with a Stranger.'""]",Comments and opinions,
,339,Sofi Tukker,Best Friend,['Best Friend'],Evenflo,Ad Background Music,['Ad Background Music'],FALSE,[],,
,340,Rick Astley,Never Gonna Give You Up,"[""Defendant had sought Plaintiff's permission to insert a brief clip of the Plaintiffs recording in his 'Betty' song.""]",Yung Gravy,Betty (Get Money),"[""Defendant sought Plaintiff's permission to insert a brief clip of the Plaintiffs recording in his 'Betty' song.""]",FALSE,[],,
,342,Havyn,Somebody Tonight,"[""Plaintiff alleges that a comparison of both songs definitely suggests that the hook of 'Somebody Tonight' is very similar to the hook used in 'Better.'""]",Zayn,Better,"[""Defending work 'Better' in September 2020.""]",TRUE,"['In my opinion, they both use similar chord progressions and motifs throughout.']",Comment/Opinions,
,343,Obrafour,Oye Ohene,[],Drake,Calling My Name,[],FALSE,[],,
,345,Duvall Chamberlain,In That Mood,[],Ice Spice,In Ha Mood,[],TRUE,[],,
,346,Greg Perry,Come On Down,[],Roddy Ricch,The Box,[],FALSE,[],,
